381.1666666666667,381.0,4,2,4,2
368.0,500,0,0,0,0,1,0,0,5,5
337.375,364.3076923076923,7,29,33,4,4,38,1,49,27
346.77450980392155,416.7549019607843,11,25,27,2,4,47,2,45,31
398.7631578947368,462.7894736842105,9,13,17,4,3,26,4,28,24
271.4318181818182,389.1136363636364,7,8,9,1,2,20,7,18,17
373.4193548387097,425.3709677419355,13,35,41,6,5,44,12,60,38
310.02564102564105,433.5897435897436,0,26,30,4,3,33,1,41,15
340.0,457.1764705882353,0,20,22,2,3,34,1,35,15
378.0,460.0,2,24,26,2,3,34,1,39,17
299.50694444444446,470.1041666666667,8,53,73,20,5,56,1,78,33
316.6666666666667,396.3333333333333,2,0,0,0,1,6,4,5,7
298.0660377358491,399.0943396226415,7,35,45,10,4,38,4,55,27
284.0492957746479,462.5845070422535,12,40,47,7,5,59,1,65,37
343.5,315.6666666666667,2,0,0,0,1,7,4,5,7
487.8809523809524,278.6666666666667,8,0,0,0,2,16,9,10,18
350.7763157894737,375.5657894736842,8,20,22,2,3,33,2,35,23
452.29545454545456,430.79545454545456,3,8,9,1,2,17,1,18,13
456.0943396226415,356.8301886792453,4,45,47,2,4,56,2,65,24
341.75,385.625,2,22,22,0,2,24,1,32,12
342.6515151515151,459.6969696969697,2,20,21,1,3,28,1,35,17
319.35,461.6166666666667,4,40,45,5,5,51,1,64,29
307.89130434782606,399.4130434782609,12,27,27,0,4,40,3,47,32
347.65625,454.7916666666667,3,39,44,5,4,48,2,59,23
384.47058823529414,437.4117647058824,4,18,18,0,3,30,1,33,19
386.5,420.75,3,3,4,1,1,8,1,8,8
418.82089552238807,416.0,17,41,45,4,5,71,8,66,42
259.2971014492754,338.0869565217391,17,0,0,0,5,61,31,25,42
434.76119402985074,414.6940298507463,6,54,61,7,5,63,1,79,31
454.875,434.4375,7,40,42,2,4,51,6,60,27
404.6707317073171,310.0,13,0,0,0,3,29,21,15,28
350.44615384615383,353.9153846153846,21,0,0,0,5,56,27,25,46
400.0774647887324,326.13380281690144,24,0,0,0,5,57,17,25,49
365.32894736842104,434.14473684210526,7,20,22,2,3,26,9,35,22
350.9186046511628,367.16279069767444,15,3,3,0,3,30,22,18,30
336.3970588235294,348.88235294117646,17,7,8,1,3,24,15,22,32
358.8854166666667,420.0104166666667,9,28,32,4,4,48,10,47,29
349.92857142857144,446.07142857142856,11,34,37,3,4,45,6,54,31
348.9193548387097,402.6209677419355,9,54,57,3,5,57,8,78,34
376.75,416.4375,8,19,19,0,3,28,8,34,23
344.25,484.875,7,42,46,4,4,51,2,62,27
400.5,412.8,6,20,23,3,3,29,6,35,21
298.4927536231884,469.4130434782609,7,55,62,7,5,66,1,80,32
296.3235294117647,435.25,13,49,60,11,5,55,6,74,38
407.62,364.86,19,0,0,0,4,44,28,20,39
501.3888888888889,356.5,1,0,0,0,1,4,4,5,6
381.65,459.82,7,28,29,1,4,46,4,48,27
323.0986842105263,485.49342105263156,8,72,77,5,6,66,7,102,38
348.63709677419354,455.85483870967744,8,59,64,5,5,64,3,84,33
334.1666666666667,424.2395833333333,13,30,32,2,4,36,17,50,33
423.33962264150944,448.8207547169811,2,49,58,9,4,39,2,69,22
414.0,483.5,6,35,37,2,4,42,7,54,26
367.5625,409.4375,1,1,1,0,1,2,2,6,6
378.5593220338983,404.3728813559322,19,4,5,1,4,46,28,24,39
370.93589743589746,500,7,61,65,4,6,72,0,91,37
347.5090909090909,485.1090909090909,7,47,51,4,4,49,5,67,27
346.3636363636364,484.09090909090907,2,0,0,0,1,5,2,5,7
343.99,424.89,5,5,7,2,4,25,8,25,25
322.40277777777777,464.5625,7,67,75,8,5,62,2,92,32
311.57575757575756,475.1818181818182,7,19,21,2,3,34,3,34,22
359.56410256410254,447.5897435897436,4,34,36,2,3,35,1,49,19
361.3636363636364,476.24242424242425,1,54,62,8,5,57,1,79,26
243.58,359.64,14,0,0,0,4,35,25,20,34
383.51666666666665,428.19166666666666,11,52,57,5,5,47,5,77,36
322.02272727272725,454.34090909090907,5,15,40,25,3,22,1,30,20
391.14516129032256,450.94354838709677,10,53,62,9,5,54,3,77,35
403.3333333333333,500,9,61,68,7,5,54,0,86,34
240.9609375,451.65625,3,54,59,5,5,55,2,79,28
370.41818181818184,481.8818181818182,8,44,50,6,4,47,7,63,28
304.73770491803276,477.90983606557376,4,43,49,6,5,55,1,68,29
452.35,400.075,3,13,14,1,2,13,2,22,13
438.0,462.5405405405405,8,25,26,1,3,27,4,40,23
378.77450980392155,427.7352941176471,3,44,51,7,4,47,4,64,23
416.9485294117647,468.4485294117647,11,60,68,8,5,55,5,85,36
516.76,475.36,4,25,30,5,4,37,3,45,24
457.06875,504.68125,13,65,67,2,6,73,3,95,43
318.47872340425533,478.77659574468083,2,5,5,0,3,27,8,20,17
368.0,500,0,0,0,0,2,0,0,10,10
411.7972972972973,417.7972972972973,4,23,24,1,3,33,3,38,19
438.9032258064516,460.7096774193548,3,15,16,1,2,23,1,25,13
293.9788732394366,395.64084507042253,14,0,0,0,5,66,20,25,39
429.1909090909091,304.1909090909091,20,0,0,0,3,35,33,15,35
274.375,332.0,3,0,0,0,1,8,8,5,8
414.5,387.2631578947368,6,17,17,0,2,26,5,27,16
335.37745098039215,411.78921568627453,15,71,74,3,6,98,10,101,45
170.64851485148515,434.5742574257426,8,34,41,7,5,66,16,59,33
216.55140186915887,434.38317757009344,12,45,55,10,6,83,15,75,42
291.9018691588785,444.196261682243,6,62,67,5,6,77,2,92,36
