409.45588235294116,294.22058823529414,14,2,2,0,3,29,41,17,29
358.6304347826087,301.92753623188406,26,1,1,0,5,74,72,26,51
369.41,220.54,27,0,0,0,4,39,52,20,47
267.3313953488372,316.63953488372096,38,7,7,0,6,102,107,37,68
382.125,228.0,18,1,1,0,2,29,26,11,28
395.1532258064516,295.1209677419355,25,0,1,1,5,76,64,25,50
293.72,281.9266666666667,35,0,0,0,6,94,91,30,65
394.0357142857143,311.5982142857143,27,0,0,0,4,63,54,20,47
320.1111111111111,228.55555555555554,15,0,0,0,2,27,23,10,25
304.03125,320.6375,35,1,1,0,6,112,97,31,65
327.75,261.1923076923077,15,0,0,0,2,23,22,10,25
360.88709677419354,252.55645161290323,35,2,2,0,5,82,68,27,60
299.9583333333333,197.97916666666666,16,0,0,0,2,23,21,10,26
436.54,254.16,44,4,4,0,6,84,87,34,74
348.6470588235294,247.1764705882353,10,0,0,0,2,20,12,10,20
367.5,214.83333333333334,13,1,1,0,2,21,21,11,23
382.79545454545456,191.0909090909091,14,0,0,0,2,19,22,10,24
352.0,243.5,3,1,1,0,1,4,4,6,8
433.125,181.325,14,1,1,0,2,15,17,11,24
385.625,177.125,17,0,1,1,2,23,25,10,27
357.6363636363636,385.0974025974026,0,98,102,4,6,107,80,128,30
406.7121212121212,375.9621212121212,1,50,70,20,5,74,49,75,26
303.8556701030928,423.55670103092785,1,127,136,9,7,136,103,161,36
376.13380281690144,391.63380281690144,0,87,94,7,5,95,65,112,25
334.4848484848485,412.6010101010101,2,139,151,12,7,140,98,173,37
374.4909090909091,363.4818181818182,5,70,75,5,4,59,53,90,25
381.74545454545455,336.93636363636364,6,58,61,3,4,58,54,78,26
400.4916666666667,348.30833333333334,2,74,81,7,4,71,60,94,22
374.1111111111111,372.4047619047619,2,88,93,5,5,71,55,112,27
311.2448979591837,420.66326530612247,7,130,146,16,7,131,89,165,42
364.63461538461536,371.5576923076923,7,10,13,3,2,14,24,20,17
320.6470588235294,299.19607843137254,18,55,57,2,4,55,57,75,38
405.21666666666664,268.18333333333334,12,13,34,21,2,31,17,23,22
373.2073170731707,291.6219512195122,12,23,44,21,3,41,24,38,27
323.03846153846155,363.5,8,14,26,12,2,27,15,24,18
367.75925925925924,330.05555555555554,9,9,21,12,2,21,17,19,19
423.3333333333333,352.3333333333333,6,6,17,11,2,15,12,16,16
441.2647058823529,371.44117647058823,8,21,38,17,3,40,18,36,23
342.54545454545456,262.42424242424244,9,21,37,16,3,40,21,36,24
391.15625,284.3854166666667,15,24,49,25,4,36,33,44,35
405.70454545454544,347.27272727272725,7,12,18,6,2,15,15,22,17
368.25925925925924,436.25925925925924,6,14,24,10,2,19,12,24,16
330.32894736842104,363.5,10,22,38,16,3,29,16,37,25
413.09615384615387,359.3942307692308,18,38,54,16,4,40,30,58,38
395.44736842105266,316.4342105263158,13,22,32,10,3,47,25,37,28
316.0147058823529,389.25,9,23,39,16,3,31,23,38,24
397.0230769230769,371.95384615384614,18,74,79,5,5,88,75,99,43
354.05555555555554,315.6031746031746,19,79,83,4,5,78,73,103,44
417.23595505617976,405.814606741573,23,119,132,13,7,112,94,154,58
350.8301886792453,395.54716981132077,15,64,73,9,4,48,52,84,35
